club,name,age,nationality,position,short_pos,market_value,dealing_club,dealing_country,fee,movement,window,league,season,is_loan,loan_status
1. FC Köln,Sascha Riether,28,Germany,Right-Back,RB,4500000.0,VfL Wolfsburg,Germany,2800000,in,summer,1 Bundesliga,2011,False,Not Applicable
1. FC Köln,Mato Jajalo,23,Bosnia-Herzegovina,Defensive Midfield,DM,2500000.0,Siena,Italy,2000000,in,summer,1 Bundesliga,2011,False,Not Applicable
1. FC Köln,Odise Roshi,20,Albania,Right Winger,RW,250000.0,Flamurtari FC,Albania,0,in,summer,1 Bundesliga,2011,False,Not Applicable
1. FC Köln,Youssef Mohamad,31,Lebanon,Centre-Back,CB,2750000.0,Al-Ahli (UAE),United Arab Emirates,2530000,out,summer,1 Bundesliga,2011,False,Not Applicable
1. FC Köln,Fabrice Ehret,31,France,Left-Back,LB,750000.0,Évian,France,0,out,summer,1 Bundesliga,2011,False,Not Applicable
1. FC Köln,Michael Gardawski,20,Germany,Left-Back,LB,250000.0,VfL Osnabrück,Germany,0,out,summer,1 Bundesliga,2011,False,Not Applicable
1. FC Köln,Mikael Ishak,18,Sweden,Centre-Forward,CF,40000.0,Assyriska FF,Sweden,280000,in,winter,1 Bundesliga,2011,False,Not Applicable
1. FC Köln,Chong Tese,27,"Korea, North",Centre-Forward,CF,1250000.0,VfL Bochum,Germany,200000,in,winter,1 Bundesliga,2011,False,Not Applicable
1. FC Köln,Thiemo-Jérôme Kialka,22,Germany,Centre-Forward,CF,150000.0,Jahn Regensburg,Germany,0,out,winter,1 Bundesliga,2011,False,Not Applicable
1. FC Köln,Sebastian Freis,26,Germany,Centre-Forward,CF,750000.0,SC Freiburg,Germany,0,out,winter,1 Bundesliga,2011,False,Not Applicable
1.FC Kaiserslautern,Itay Shechter,24,Israel,Centre-Forward,CF,3000000.0,Hapoel Tel Aviv,Israel,2500000,in,summer,1 Bundesliga,2011,False,Not Applicable
1.FC Kaiserslautern,Gil Vermouth,25,Israel,Right Midfield,RM,1700000.0,Hapoel Tel Aviv,Israel,750000,in,summer,1 Bundesliga,2011,False,Not Applicable
1.FC Kaiserslautern,Richard Sukuta-Pasu,21,Germany,Centre-Forward,CF,500000.0,Bay. Leverkusen,Germany,280000,in,summer,1 Bundesliga,2011,False,Not Applicable
1.FC Kaiserslautern,Konstantinos Fortounis,18,Greece,Attacking Midfield,AM,800000.0,Asteras Tripoli,Greece,250000,in,summer,1 Bundesliga,2011,False,Not Applicable
1.FC Kaiserslautern,Olcay Sahan,24,Turkey,Right Winger,RW,1500000.0,MSV Duisburg,Germany,0,in,summer,1 Bundesliga,2011,False,Not Applicable
1.FC Kaiserslautern,Ivo Ilicevic,24,Croatia,Left Winger,LW,5000000.0,Hamburger SV,Germany,4000000,out,summer,1 Bundesliga,2011,False,Not Applicable
1.FC Kaiserslautern,Bastian Schulz,26,Germany,Defensive Midfield,DM,500000.0,RB Leipzig,Germany,100000,out,summer,1 Bundesliga,2011,False,Not Applicable
1.FC Kaiserslautern,Srdjan Lakic,27,Croatia,Centre-Forward,CF,6000000.0,VfL Wolfsburg,Germany,0,out,summer,1 Bundesliga,2011,False,Not Applicable
1.FC Kaiserslautern,Ariel Borysiuk,20,Poland,Defensive Midfield,DM,1600000.0,Legia Warszawa,Poland,2000000,in,winter,1 Bundesliga,2011,False,Not Applicable
1.FC Kaiserslautern,Jakub Swierczok,19,Poland,Centre-Forward,CF,125000.0,Polonia Bytom,Poland,420000,in,winter,1 Bundesliga,2011,False,Not Applicable
1.FC Kaiserslautern,Anthar Yahia,29,Algeria,Centre-Back,CB,1500000.0,Al-Nassr,Saudi Arabia,0,in,winter,1 Bundesliga,2011,False,Not Applicable
1.FC Kaiserslautern,Martin Amedick,29,Germany,Centre-Back,CB,2500000.0,E. Frankfurt,Germany,350000,out,winter,1 Bundesliga,2011,False,Not Applicable
1.FC Kaiserslautern,Jiri Bilek,28,Czech Republic,Centre-Back,CB,1250000.0,Zaglebie Lubin,Poland,0,out,winter,1 Bundesliga,2011,False,Not Applicable
1.FC Kaiserslautern,Adam Nemec,26,Slovakia,Centre-Forward,CF,1500000.0,FC Ingolstadt,Germany,0,out,winter,1 Bundesliga,2011,False,Not Applicable
1.FC Nuremberg,Tomas Pekhart,22,Czech Republic,Centre-Forward,CF,1600000.0,FK Jablonec,Czech Republic,2000000,in,summer,1 Bundesliga,2011,False,Not Applicable
1.FC Nuremberg,Timm Klose,23,Switzerland,Centre-Back,CB,800000.0,FC Thun,Switzerland,400000,in,summer,1 Bundesliga,2011,False,Not Applicable
1.FC Nuremberg,Alexander Esswein,21,Germany,Right Winger,RW,800000.0,Dynamo Dresden,Germany,200000,in,summer,1 Bundesliga,2011,False,Not Applicable
1.FC Nuremberg,Markus Feulner,29,Germany,Central Midfield,CM,1000000.0,Bor. Dortmund,Germany,150000,in,summer,1 Bundesliga,2011,False,Not Applicable
1.FC Nuremberg,Patrick Rakovsky,18,Germany,Goalkeeper,GK,3921838.317967169,Schalke 04 U19,Germany,100000,in,summer,1 Bundesliga,2011,False,Not Applicable
1.FC Nuremberg,Manuel Zeitz,20,Germany,Defensive Midfield,DM,600000.0,Saarbrücken,Germany,0,in,summer,1 Bundesliga,2011,False,Not Applicable
1.FC Nuremberg,Wilson Kamavuaka,21,DR Congo,Defensive Midfield,DM,50000.0,Hoffenheim II,Germany,0,in,summer,1 Bundesliga,2011,False,Not Applicable
1.FC Nuremberg,Philipp Klement,18,Germany,Attacking Midfield,AM,25000.0,K'lautern U19,Germany,0,in,summer,1 Bundesliga,2011,False,Not Applicable
1.FC Nuremberg,Ilkay Gündogan,20,Germany,Central Midfield,CM,6500000.0,Bor. Dortmund,Germany,5500000,out,summer,1 Bundesliga,2011,False,Not Applicable
1.FC Nuremberg,Daniel Batz,20,Germany,Goalkeeper,GK,100000.0,SC Freiburg,Germany,0,out,summer,1 Bundesliga,2011,False,Not Applicable
1.FC Nuremberg,Andreas Wolf,29,Germany,Centre-Back,CB,2500000.0,Werder Bremen,Germany,0,out,summer,1 Bundesliga,2011,False,Not Applicable
1.FC Nuremberg,Marek Mintal,33,Slovakia,Attacking Midfield,AM,900000.0,Hansa Rostock,Germany,0,out,summer,1 Bundesliga,2011,False,Not Applicable
1.FC Nuremberg,Timo Ochs,29,Germany,Goalkeeper,GK,300000.0,1860 Munich,Germany,0,out,summer,1 Bundesliga,2011,False,Not Applicable
1.FC Nuremberg,Pascal Bieler,25,Germany,Left-Back,LB,350000.0,Wehen Wiesbaden,Germany,0,out,summer,1 Bundesliga,2011,False,Not Applicable
1.FC Nuremberg,Dario Vidosic,24,Australia,Attacking Midfield,AM,500000.0,Adelaide United,Australia,0,out,summer,1 Bundesliga,2011,False,Not Applicable
1.FC Nuremberg,Adam Hlousek,23,Czech Republic,Left-Back,LB,1200000.0,FK Jablonec,Czech Republic,1000000,in,winter,1 Bundesliga,2011,False,Not Applicable
1.FC Nuremberg,Hanno Balitsch,30,Germany,Defensive Midfield,DM,2500000.0,Bay. Leverkusen,Germany,0,in,winter,1 Bundesliga,2011,False,Not Applicable
1.FSV Mainz 05,Anthony Ujah,20,Nigeria,Centre-Forward,CF,2600000.0,Lillestrøm SK,Norway,2300000,in,summer,1 Bundesliga,2011,False,Not Applicable
1.FSV Mainz 05,Nicolai Müller,23,Germany,Attacking Midfield,AM,2000000.0,Greuther Fürth,Germany,1800000,in,summer,1 Bundesliga,2011,False,Not Applicable
1.FSV Mainz 05,Christian Fuchs,25,Austria,Left-Back,LB,4000000.0,VfL Bochum,Germany,1800000,in,summer,1 Bundesliga,2011,False,Not Applicable
1.FSV Mainz 05,Julian Baumgartlinger,23,Austria,Defensive Midfield,DM,2250000.0,Austria Vienna,Austria,1100000,in,summer,1 Bundesliga,2011,False,Not Applicable
1.FSV Mainz 05,Malik Fathi,27,Germany,Left-Back,LB,2500000.0,Spartak Moscow,Russia,1000000,in,summer,1 Bundesliga,2011,False,Not Applicable
1.FSV Mainz 05,Zoltán Stieber,22,Hungary,Left Winger,LW,2500000.0,Alem. Aachen,Germany,900000,in,summer,1 Bundesliga,2011,False,Not Applicable
1.FSV Mainz 05,Marcel Risse,21,Germany,Right Midfield,RM,1750000.0,Bay. Leverkusen,Germany,800000,in,summer,1 Bundesliga,2011,False,Not Applicable
1.FSV Mainz 05,Fabian Schönheim,24,Germany,Centre-Back,CB,700000.0,Wehen Wiesbaden,Germany,400000,in,summer,1 Bundesliga,2011,False,Not Applicable
1.FSV Mainz 05,Andreas Ivanschitz,27,Austria,Attacking Midfield,AM,3000000.0,Panathinaikos,Greece,200000,in,summer,1 Bundesliga,2011,False,Not Applicable
1.FSV Mainz 05,Yunus Malli,19,Turkey,Attacking Midfield,AM,150000.0,M'gladbach U19,Germany,0,in,summer,1 Bundesliga,2011,False,Not Applicable
1.FSV Mainz 05,Deniz Yilmaz,23,Azerbaijan,Centre-Forward,CF,700000.0,FC Bayern II,Germany,0,in,summer,1 Bundesliga,2011,False,Not Applicable
1.FSV Mainz 05,Eric Maxim Choupo-Moting,22,Cameroon,Centre-Forward,CF,2000000.0,Hamburger SV,Germany,0,in,summer,1 Bundesliga,2011,False,Not Applicable
1.FSV Mainz 05,Zdenek Pospech,32,Czech Republic,Right-Back,RB,2000000.0,FC Copenhagen,Denmark,0,in,summer,1 Bundesliga,2011,False,Not Applicable
1.FSV Mainz 05,Christian Fuchs,25,Austria,Left-Back,LB,5000000.0,FC Schalke 04,Germany,3800000,out,summer,1 Bundesliga,2011,False,Not Applicable
1.FSV Mainz 05,Miroslav Karhan,35,Slovakia,Central Midfield,CM,300000.0,Spartak Trnava,Slovakia,0,out,summer,1 Bundesliga,2011,False,Not Applicable
1.FSV Mainz 05,Jan Simak,32,Czech Republic,Attacking Midfield,AM,300000.0,Carl Zeiss Jena,Germany,0,out,summer,1 Bundesliga,2011,False,Not Applicable
1.FSV Mainz 05,Filip Trojan,28,Czech Republic,Left Midfield,LM,1000000.0,Dynamo Dresden,Germany,0,out,summer,1 Bundesliga,2011,False,Not Applicable
1.FSV Mainz 05,Mohamed Zidan,30,Egypt,Second Striker,SS,2000000.0,Bor. Dortmund,Germany,400000,in,winter,1 Bundesliga,2011,False,Not Applicable
1.FSV Mainz 05,Loris Karius,18,Germany,Goalkeeper,GK,200000.0,Man City Res.,England,0,in,winter,1 Bundesliga,2011,False,Not Applicable
1.FSV Mainz 05,Florian Heller,29,Germany,Right Winger,RW,1000000.0,FC Ingolstadt,Germany,0,out,winter,1 Bundesliga,2011,False,Not Applicable
Bayer 04 Leverkusen,Ömer Toprak,21,Turkey,Centre-Back,CB,4000000.0,SC Freiburg,Germany,3000000,in,summer,1 Bundesliga,2011,False,Not Applicable
Bayer 04 Leverkusen,David Yelldell,29,United States,Goalkeeper,GK,1000000.0,MSV Duisburg,Germany,260000,in,summer,1 Bundesliga,2011,False,Not Applicable
Bayer 04 Leverkusen,Karim Bellarabi,21,Germany,Right Winger,RW,1000000.0,E. Braunschweig,Germany,0,in,summer,1 Bundesliga,2011,False,Not Applicable
Bayer 04 Leverkusen,Domagoj Vida,22,Croatia,Centre-Back,CB,1750000.0,Dinamo Zagreb,Croatia,1300000,out,summer,1 Bundesliga,2011,False,Not Applicable
Bayer 04 Leverkusen,Marcel Risse,21,Germany,Right Midfield,RM,1750000.0,1.FSV Mainz 05,Germany,800000,out,summer,1 Bundesliga,2011,False,Not Applicable
Bayer 04 Leverkusen,Burak Kaplan,21,Turkey,Attacking Midfield,AM,750000.0,Besiktas,Turkey,650000,out,summer,1 Bundesliga,2011,False,Not Applicable
Bayer 04 Leverkusen,Constant Djakpa,24,Cote d'Ivoire,Left-Back,LB,1000000.0,E. Frankfurt,Germany,500000,out,summer,1 Bundesliga,2011,False,Not Applicable
Bayer 04 Leverkusen,Richard Sukuta-Pasu,21,Germany,Centre-Forward,CF,500000.0,1.FC K'lautern,Germany,280000,out,summer,1 Bundesliga,2011,False,Not Applicable
Bayer 04 Leverkusen,Kevin Kampl,20,Slovenia,Central Midfield,CM,100000.0,VfL Osnabrück,Germany,2359092,out,summer,1 Bundesliga,2011,False,Not Applicable
Bayer 04 Leverkusen,Bernd Leno,19,Germany,Goalkeeper,GK,5000000.0,VfB Stuttgart,Germany,7500000,in,winter,1 Bundesliga,2011,False,Not Applicable
Bayer 04 Leverkusen,Hanno Balitsch,30,Germany,Defensive Midfield,DM,2500000.0,1.FC Nuremberg,Germany,0,out,winter,1 Bundesliga,2011,False,Not Applicable
Bayern Munich,Rafinha,25,Brazil,Right-Back,RB,8000000.0,Genoa,Italy,5500000,in,summer,1 Bundesliga,2011,False,Not Applicable
Bayern Munich,Nils Petersen,22,Germany,Centre-Forward,CF,4000000.0,Energie Cottbus,Germany,2800000,in,summer,1 Bundesliga,2011,False,Not Applicable
Bayern Munich,Mehmet Ekici,21,Turkey,Attacking Midfield,AM,6500000.0,Werder Bremen,Germany,5000000,out,summer,1 Bundesliga,2011,False,Not Applicable
Bayern Munich,Thomas Kraft,22,Germany,Goalkeeper,GK,2500000.0,Hertha BSC,Germany,0,out,summer,1 Bundesliga,2011,False,Not Applicable
Bayern Munich,Hamit Altintop,28,Turkey,Right Midfield,RM,6000000.0,Real Madrid,Spain,0,out,summer,1 Bundesliga,2011,False,Not Applicable
Bayern Munich,Andreas Ottl,26,Germany,Defensive Midfield,DM,2500000.0,Hertha BSC,Germany,0,out,summer,1 Bundesliga,2011,False,Not Applicable
Bayern Munich,Miroslav Klose,33,Germany,Centre-Forward,CF,5000000.0,Lazio,Italy,0,out,summer,1 Bundesliga,2011,False,Not Applicable
Borussia Dortmund,Ilkay Gündogan,20,Germany,Central Midfield,CM,6500000.0,1.FC Nuremberg,Germany,5500000,in,summer,1 Bundesliga,2011,False,Not Applicable
Borussia Dortmund,Ivan Perisic,22,Croatia,Left Winger,LW,6000000.0,Club Brugge,Belgium,4000000,in,summer,1 Bundesliga,2011,False,Not Applicable
Borussia Dortmund,Chris Löwe,22,Germany,Left-Back,LB,200000.0,Chemnitzer FC,Germany,225000,in,summer,1 Bundesliga,2011,False,Not Applicable
Borussia Dortmund,Tamás Hajnal,30,Hungary,Attacking Midfield,AM,2500000.0,VfB Stuttgart,Germany,1000000,out,summer,1 Bundesliga,2011,False,Not Applicable
Borussia Dortmund,Markus Feulner,29,Germany,Central Midfield,CM,1000000.0,1.FC Nuremberg,Germany,150000,out,summer,1 Bundesliga,2011,False,Not Applicable
Borussia Dortmund,Dedê,33,Brazil,Left-Back,LB,1500000.0,Eskisehirspor,Turkey,0,out,summer,1 Bundesliga,2011,False,Not Applicable
Borussia Dortmund,Mohamed Zidan,30,Egypt,Second Striker,SS,2000000.0,1.FSV Mainz 05,Germany,400000,out,winter,1 Bundesliga,2011,False,Not Applicable
Borussia Dortmund,Damien Le Tallec,21,France,Defensive Midfield,DM,150000.0,FC Nantes,France,0,out,winter,1 Bundesliga,2011,False,Not Applicable
Borussia Mönchengladbach,Matthias Zimmermann,19,Germany,Right-Back,RB,1750000.0,Karlsruher SC,Germany,1000000,in,summer,1 Bundesliga,2011,False,Not Applicable
Borussia Mönchengladbach,Lukas Rupp,20,Germany,Central Midfield,CM,750000.0,Karlsruher SC,Germany,600000,in,summer,1 Bundesliga,2011,False,Not Applicable
Borussia Mönchengladbach,Yuki Otsu,21,Japan,Left Winger,LW,600000.0,Kashiwa Reysol,Japan,400000,in,summer,1 Bundesliga,2011,False,Not Applicable
Borussia Mönchengladbach,Mathew Leckie,20,Australia,Right Winger,RW,1000000.0,Adelaide United,Australia,0,in,summer,1 Bundesliga,2011,False,Not Applicable
Borussia Mönchengladbach,Oscar Wendt,25,Sweden,Left-Back,LB,3000000.0,FC Copenhagen,Denmark,0,in,summer,1 Bundesliga,2011,False,Not Applicable
Borussia Mönchengladbach,Michael Bradley,24,United States,Central Midfield,CM,3500000.0,Chievo Verona,Italy,1200000,out,summer,1 Bundesliga,2011,False,Not Applicable
Borussia Mönchengladbach,Karim Matmour,26,Algeria,Right Winger,RW,1000000.0,E. Frankfurt,Germany,500000,out,summer,1 Bundesliga,2011,False,Not Applicable
Borussia Mönchengladbach,Marcel Meeuwis,30,Netherlands,Defensive Midfield,DM,800000.0,VVV-Venlo,Netherlands,0,out,summer,1 Bundesliga,2011,False,Not Applicable
Borussia Mönchengladbach,Mohamadou Idrissou,31,Cameroon,Centre-Forward,CF,1750000.0,E. Frankfurt,Germany,0,out,summer,1 Bundesliga,2011,False,Not Applicable
Borussia Mönchengladbach,Christian Dorda,22,Germany,Left-Back,LB,200000.0,Greuther Fürth,Germany,0,out,summer,1 Bundesliga,2011,False,Not Applicable
Borussia Mönchengladbach,Jens Wissing,23,Germany,Left-Back,LB,400000.0,SC Paderborn,Germany,0,out,summer,1 Bundesliga,2011,False,Not Applicable
Borussia Mönchengladbach,Sebastian Schachten,26,Germany,Right-Back,RB,400000.0,FC St. Pauli,Germany,0,out,summer,1 Bundesliga,2011,False,Not Applicable
Borussia Mönchengladbach,Fabian Bäcker,21,Germany,Right Winger,RW,400000.0,Alem. Aachen,Germany,0,out,summer,1 Bundesliga,2011,False,Not Applicable
Borussia Mönchengladbach,Raúl Bobadilla,24,Paraguay,Centre-Forward,CF,2500000.0,BSC Young Boys,Switzerland,1500000,out,winter,1 Bundesliga,2011,False,Not Applicable
FC Augsburg,Dawda Bah,27,The Gambia,Left Winger,LW,750000.0,HJK Helsinki,Finland,200000,in,summer,1 Bundesliga,2011,False,Not Applicable
FC Augsburg,Sascha Mölders,26,Germany,Centre-Forward,CF,1500000.0,FSV Frankfurt,Germany,175000,in,summer,1 Bundesliga,2011,False,Not Applicable
FC Augsburg,Sebastian Langkamp,23,Germany,Centre-Back,CB,1000000.0,Karlsruher SC,Germany,100000,in,summer,1 Bundesliga,2011,False,Not Applicable
FC Augsburg,Dominic Peitz,26,Germany,Defensive Midfield,DM,1000000.0,Union Berlin,Germany,0,in,summer,1 Bundesliga,2011,False,Not Applicable
FC Augsburg,Patrick Mayer,23,Germany,Centre-Forward,CF,1000000.0,1.FC Heidenheim,Germany,0,in,summer,1 Bundesliga,2011,False,Not Applicable
FC Augsburg,Lorenzo Davids,24,Netherlands,Defensive Midfield,DM,1250000.0,NEC Nijmegen,Netherlands,0,in,summer,1 Bundesliga,2011,False,Not Applicable
FC Augsburg,Ibrahima Traoré,23,Guinea,Right Winger,RW,2000000.0,VfB Stuttgart,Germany,0,out,summer,1 Bundesliga,2011,False,Not Applicable
FC Augsburg,Daniel Framberger,21,Germany,Central Midfield,CM,3921838.317967169,TSV Neusäß,Germany,0,out,summer,1 Bundesliga,2011,False,Not Applicable
FC Augsburg,Lukas Sinkiewicz,25,Germany,Defensive Midfield,DM,1000000.0,VfL Bochum,Germany,0,out,summer,1 Bundesliga,2011,False,Not Applicable
FC Augsburg,Thomas Rudolph,22,Germany,Central Midfield,CM,3921838.317967169,TSV Gersthofen,Germany,0,out,summer,1 Bundesliga,2011,False,Not Applicable
FC Augsburg,Benjamin Woltmann,21,Germany,Centre-Back,CB,50000.0,TSV Aindling,Germany,0,out,summer,1 Bundesliga,2011,False,Not Applicable
FC Augsburg,Kees Kwakman,28,Netherlands,Defensive Midfield,DM,1250000.0,FC Groningen,Netherlands,10000,out,summer,1 Bundesliga,2011,False,Not Applicable
FC Augsburg,Matthias Ostrzolek,21,Germany,Left-Back,LB,1000000.0,VfL Bochum,Germany,500000,in,winter,1 Bundesliga,2011,False,Not Applicable
FC Augsburg,Uwe Möhrle,32,Germany,Centre-Back,CB,1250000.0,Energie Cottbus,Germany,200000,out,winter,1 Bundesliga,2011,False,Not Applicable
FC Augsburg,Michael Thurk,35,Germany,Centre-Forward,CF,500000.0,1.FC Heidenheim,Germany,0,out,winter,1 Bundesliga,2011,False,Not Applicable
FC Schalke 04,Christian Fuchs,25,Austria,Left-Back,LB,5000000.0,1.FSV Mainz 05,Germany,3800000,in,summer,1 Bundesliga,2011,False,Not Applicable
FC Schalke 04,Marco Höger,21,Germany,Defensive Midfield,DM,2000000.0,Alem. Aachen,Germany,1500000,in,summer,1 Bundesliga,2011,False,Not Applicable
FC Schalke 04,Teemu Pukki,21,Finland,Centre-Forward,CF,200000.0,HJK Helsinki,Finland,1500000,in,summer,1 Bundesliga,2011,False,Not Applicable
FC Schalke 04,Ralf Fährmann,22,Germany,Goalkeeper,GK,1500000.0,E. Frankfurt,Germany,0,in,summer,1 Bundesliga,2011,False,Not Applicable
FC Schalke 04,Ciprian Marica,25,Romania,Centre-Forward,CF,3500000.0,VfB Stuttgart,Germany,0,in,summer,1 Bundesliga,2011,False,Not Applicable
FC Schalke 04,Junmin Hao,24,China,Central Midfield,CM,750000.0,SD Luneng,China,1100000,out,summer,1 Bundesliga,2011,False,Not Applicable
FC Schalke 04,Lukas Schmitz,22,Germany,Left-Back,LB,2500000.0,Werder Bremen,Germany,1000000,out,summer,1 Bundesliga,2011,False,Not Applicable
FC Schalke 04,Tore Reginiussen,25,Norway,Centre-Back,CB,1000000.0,Odense BK,Denmark,400000,out,summer,1 Bundesliga,2011,False,Not Applicable
FC Schalke 04,Ali Karimi,32,Iran,Attacking Midfield,AM,500000.0,Persepolis,Iran,0,out,summer,1 Bundesliga,2011,False,Not Applicable
FC Schalke 04,Angelos Charisteas,31,Greece,Centre-Forward,CF,500000.0,Panetolikos,Greece,0,out,summer,1 Bundesliga,2011,False,Not Applicable
FC Schalke 04,Christian Pander,27,Germany,Left-Back,LB,2000000.0,Hannover 96,Germany,0,out,summer,1 Bundesliga,2011,False,Not Applicable
Hamburger SV,Gökhan Töre,19,Turkey,Right Winger,RW,3921838.317967169,Chelsea Res.,England,4300000,in,summer,1 Bundesliga,2011,False,Not Applicable
Hamburger SV,Ivo Ilicevic,24,Croatia,Left Winger,LW,5000000.0,1.FC K'lautern,Germany,4000000,in,summer,1 Bundesliga,2011,False,Not Applicable
Hamburger SV,Michael Mancienne,23,England,Centre-Back,CB,3500000.0,Chelsea,England,2500000,in,summer,1 Bundesliga,2011,False,Not Applicable
Hamburger SV,Slobodan Rajkovic,22,Serbia,Centre-Back,CB,2500000.0,Chelsea,England,2000000,in,summer,1 Bundesliga,2011,False,Not Applicable
Hamburger SV,Per Ciljan Skjelbred,24,Norway,Central Midfield,CM,2300000.0,Rosenborg,Norway,500000,in,summer,1 Bundesliga,2011,False,Not Applicable
Hamburger SV,Jacopo Sala,19,Italy,Right-Back,RB,3921838.317967169,Chelsea Res.,England,100000,in,summer,1 Bundesliga,2011,False,Not Applicable
Hamburger SV,Sven Neuhaus,33,Germany,Goalkeeper,GK,300000.0,RB Leipzig,Germany,0,in,summer,1 Bundesliga,2011,False,Not Applicable
Hamburger SV,Jonathan Pitroipa,25,Burkina Faso,Right Winger,RW,4500000.0,Stade Rennais,France,3500000,out,summer,1 Bundesliga,2011,False,Not Applicable
Hamburger SV,Alex Silva,26,Brazil,Centre-Back,CB,4500000.0,Flamengo,Brazil,2000000,out,summer,1 Bundesliga,2011,False,Not Applicable
Hamburger SV,Joris Mathijsen,31,Netherlands,Centre-Back,CB,5000000.0,Málaga CF,Spain,1750000,out,summer,1 Bundesliga,2011,False,Not Applicable
Hamburger SV,Änis Ben-Hatira,23,Tunisia,Attacking Midfield,AM,2000000.0,Hertha BSC,Germany,600000,out,summer,1 Bundesliga,2011,False,Not Applicable
Hamburger SV,David Rozehnal,30,Czech Republic,Centre-Back,CB,2500000.0,LOSC Lille,France,500000,out,summer,1 Bundesliga,2011,False,Not Applicable
Hamburger SV,Guy Demel,30,Cote d'Ivoire,Right-Back,RB,1750000.0,West Ham,England,0,out,summer,1 Bundesliga,2011,False,Not Applicable
Hamburger SV,Frank Rost,38,Germany,Goalkeeper,GK,1500000.0,Red Bulls,United States,0,out,summer,1 Bundesliga,2011,False,Not Applicable
Hamburger SV,Wolfgang Hesl,25,Germany,Goalkeeper,GK,300000.0,Dynamo Dresden,Germany,0,out,summer,1 Bundesliga,2011,False,Not Applicable
Hamburger SV,Collin Benjamin,32,Namibia,Defensive Midfield,DM,750000.0,1860 Munich,Germany,0,out,summer,1 Bundesliga,2011,False,Not Applicable
Hamburger SV,Kai-Fabian Schulz,21,Germany,Centre-Back,CB,100000.0,Carl Zeiss Jena,Germany,0,out,summer,1 Bundesliga,2011,False,Not Applicable
Hamburger SV,Zé Roberto,37,Brazil,Left Midfield,LM,2500000.0,Al-Gharafa SC,Qatar,0,out,summer,1 Bundesliga,2011,False,Not Applicable
Hamburger SV,Eric Maxim Choupo-Moting,22,Cameroon,Centre-Forward,CF,2000000.0,1.FSV Mainz 05,Germany,0,out,summer,1 Bundesliga,2011,False,Not Applicable
Hamburger SV,Tunay Torun,21,Turkey,Right Winger,RW,1500000.0,Hertha BSC,Germany,0,out,summer,1 Bundesliga,2011,False,Not Applicable
Hamburger SV,Ruud van Nistelrooy,35,Netherlands,Centre-Forward,CF,6000000.0,Málaga CF,Spain,0,out,summer,1 Bundesliga,2011,False,Not Applicable
Hamburger SV,Piotr Trochowski,27,Germany,Attacking Midfield,AM,5000000.0,Sevilla FC,Spain,0,out,summer,1 Bundesliga,2011,False,Not Applicable
Hannover 96,Artur Sobiech,21,Poland,Centre-Forward,CF,2000000.0,Pol. Warsaw,Poland,1100000,in,summer,1 Bundesliga,2011,False,Not Applicable
Hannover 96,Daniel Royer,21,Austria,Left Winger,LW,800000.0,SV Ried,Austria,600000,in,summer,1 Bundesliga,2011,False,Not Applicable
Hannover 96,Henning Hauger,25,Norway,Defensive Midfield,DM,1200000.0,Stabæk Fotball,Norway,450000,in,summer,1 Bundesliga,2011,False,Not Applicable
Hannover 96,Samuel Sahin-Radlinger,18,Austria,Goalkeeper,GK,3921838.317967169,SV Ried,Austria,250000,in,summer,1 Bundesliga,2011,False,Not Applicable
Hannover 96,Christian Pander,27,Germany,Left-Back,LB,2000000.0,FC Schalke 04,Germany,0,in,summer,1 Bundesliga,2011,False,Not Applicable
Hannover 96,Florian Fromlowitz,24,Germany,Goalkeeper,GK,1750000.0,MSV Duisburg,Germany,0,out,summer,1 Bundesliga,2011,False,Not Applicable
Hannover 96,Felix Burmeister,21,Germany,Centre-Back,CB,250000.0,Arm. Bielefeld,Germany,0,out,summer,1 Bundesliga,2011,False,Not Applicable
Hannover 96,DaMarcus Beasley,29,United States,Left-Back,LB,750000.0,Puebla FC,Mexico,0,out,summer,1 Bundesliga,2011,False,Not Applicable
Hannover 96,Mame Diouf,24,Senegal,Centre-Forward,CF,4000000.0,Man Utd,England,1800000,in,winter,1 Bundesliga,2011,False,Not Applicable
Hertha BSC,Peter Niemeyer,27,Germany,Defensive Midfield,DM,2250000.0,Werder Bremen,Germany,700000,in,summer,1 Bundesliga,2011,False,Not Applicable
Hertha BSC,Änis Ben-Hatira,23,Tunisia,Attacking Midfield,AM,2000000.0,Hamburger SV,Germany,600000,in,summer,1 Bundesliga,2011,False,Not Applicable
Hertha BSC,Tunay Torun,21,Turkey,Right Winger,RW,1500000.0,Hamburger SV,Germany,0,in,summer,1 Bundesliga,2011,False,Not Applicable
Hertha BSC,Thomas Kraft,22,Germany,Goalkeeper,GK,2500000.0,FC Bayern,Germany,0,in,summer,1 Bundesliga,2011,False,Not Applicable
Hertha BSC,Andreas Ottl,26,Germany,Defensive Midfield,DM,2500000.0,FC Bayern,Germany,0,in,summer,1 Bundesliga,2011,False,Not Applicable
Hertha BSC,Maik Franz,29,Germany,Centre-Back,CB,3000000.0,E. Frankfurt,Germany,0,in,summer,1 Bundesliga,2011,False,Not Applicable
Hertha BSC,Valeri Domovchiyski,24,Bulgaria,Centre-Forward,CF,1000000.0,MSV Duisburg,Germany,450000,out,summer,1 Bundesliga,2011,False,Not Applicable
